#     Non-channel data
  RctLsb  0.50000
    Gain  0.17700
#             eta             phi             dep             det   Rcalib  LutGranularity  OutputLutThreshold      DetId
               13              37               0              HT  0.00000               1                   4   4A0026A5
               13              38               0              HT  0.00000               1                   4   4A0026A6
               13              39               0              HT  0.00000               1                   4   4A0026A7
               13              40               0              HT  0.00000               1                   4   4A0026A8
               13              41               0              HT  0.00000               1                   4   4A0026A9
               13              42               0              HT  0.00000               1                   4   4A0026AA
               13              43               0              HT  0.00000               1                   4   4A0026AB
               13              44               0              HT  0.00000               1                   4   4A0026AC
               13              45               0              HT  0.00000               1                   4   4A0026AD
               13              46               0              HT  0.00000               1                   4   4A0026AE
               13              47               0              HT  0.00000               1                   4   4A0026AF
               13              48               0              HT  0.00000               1                   4   4A0026B0
               13              49               0              HT  0.00000               1                   4   4A0026B1
               13              50               0              HT  0.00000               1                   4   4A0026B2
               13              51               0              HT  0.00000               1                   4   4A0026B3
               13              52               0              HT  0.00000               1                   4   4A0026B4
               13              53               0              HT  0.00000               1                   4   4A0026B5
               13              54               0              HT  0.00000               1                   4   4A0026B6
               13              55               0              HT  0.00000               1                   4   4A0026B7
               13              56               0              HT  0.00000               1                   4   4A0026B8
               13              57               0              HT  0.00000               1                   4   4A0026B9
               13              58               0              HT  0.00000               1                   4   4A0026BA
               13              59               0              HT  0.00000               1                   4   4A0026BB
               13              60               0              HT  0.00000               1                   4   4A0026BC
               13              61               0              HT  0.00000               1                   4   4A0026BD
               13              62               0              HT  0.00000               1                   4   4A0026BE
               13              63               0              HT  0.00000               1                   4   4A0026BF
               13              64               0              HT  0.00000               1                   4   4A0026C0
               13              65               0              HT  0.00000               1                   4   4A0026C1
               13              66               0              HT  0.00000               1                   4   4A0026C2
               13              67               0              HT  0.00000               1                   4   4A0026C3
               13              68               0              HT  0.00000               1                   4   4A0026C4
               13              69               0              HT  0.00000               1                   4   4A0026C5
               13              70               0              HT  0.00000               1                   4   4A0026C6
               13              71               0              HT  0.00000               1                   4   4A0026C7
               13              72               0              HT  0.00000               1                   4   4A0026C8
               14               1               0              HT  0.00000               1                   4   4A002701
               14               2               0              HT  0.00000               1                   4   4A002702
               14               3               0              HT  0.00000               1                   4   4A002703
               14               4               0              HT  0.00000               1                   4   4A002704
               14               5               0              HT  0.00000               1                   4   4A002705
               14               6               0              HT  0.00000               1                   4   4A002706
               14               7               0              HT  0.00000               1                   4   4A002707
               14               8               0              HT  0.00000               1                   4   4A002708
               14               9               0              HT  0.00000               1                   4   4A002709
               14              10               0              HT  0.00000               1                   4   4A00270A
               14              11               0              HT  0.00000               1                   4   4A00270B
               14              12               0              HT  0.00000               1                   4   4A00270C
               14              13               0              HT  0.00000               1                   4   4A00270D
               14              14               0              HT  0.00000               1                   4   4A00270E
               14              15               0              HT  0.00000               1                   4   4A00270F
               14              16               0              HT  0.00000               1                   4   4A002710
               14              17               0              HT  0.00000               1                   4   4A002711
               14              18               0              HT  0.00000               1                   4   4A002712
               14              19               0              HT  0.00000               1                   4   4A002713
               14              20               0              HT  0.00000               1                   4   4A002714
               14              21               0              HT  0.00000               1                   4   4A002715
               14              22               0              HT  0.00000               1                   4   4A002716
               14              23               0              HT  0.00000               1                   4   4A002717
               14              24               0              HT  0.00000               1                   4   4A002718
               14              25               0              HT  0.00000               1                   4   4A002719
               14              26               0              HT  0.00000               1                   4   4A00271A
               14              27               0              HT  0.00000               1                   4   4A00271B
               14              28               0              HT  0.00000               1                   4   4A00271C
               14              29               0              HT  0.00000               1                   4   4A00271D
               14              30               0              HT  0.00000               1                   4   4A00271E
               14              31               0              HT  0.00000               1                   4   4A00271F
               14              32               0              HT  0.00000               1                   4   4A002720
               14              33               0              HT  0.00000               1                   4   4A002721
               14              34               0              HT  0.00000               1                   4   4A002722
               14              35               0              HT  0.00000               1                   4   4A002723
               14              36               0              HT  0.00000               1                   4   4A002724
               14              37               0              HT  0.00000               1                   4   4A002725
               14              38               0              HT  0.00000               1                   4   4A002726
               14              39               0              HT  0.00000               1                   4   4A002727
               14              40               0              HT  0.00000               1                   4   4A002728
               14              41               0              HT  0.00000               1                   4   4A002729
               14              42               0              HT  0.00000               1                   4   4A00272A
               14              43               0              HT  0.00000               1                   4   4A00272B
               14              44               0              HT  0.00000               1                   4   4A00272C
               14              45               0              HT  0.00000               1                   4   4A00272D
               14              46               0              HT  0.00000               1                   4   4A00272E
               14              47               0              HT  0.00000               1                   4   4A00272F
               14              48               0              HT  0.00000               1                   4   4A002730
               14              49               0              HT  0.00000               1                   4   4A002731
               14              50               0              HT  0.00000               1                   4   4A002732
               14              51               0              HT  0.00000               1                   4   4A002733
               14              52               0              HT  0.00000               1                   4   4A002734
               14              53               0              HT  0.00000               1                   4   4A002735
               14              54               0              HT  0.00000               1                   4   4A002736
               14              55               0              HT  0.00000               1                   4   4A002737
               14              56               0              HT  0.00000               1                   4   4A002738
               14              57               0              HT  0.00000               1                   4   4A002739
               14              58               0              HT  0.00000               1                   4   4A00273A
               14              59               0              HT  0.00000               1                   4   4A00273B
               14              60               0              HT  0.00000               1                   4   4A00273C
               14              61               0              HT  0.00000               1                   4   4A00273D
               14              62               0              HT  0.00000               1                   4   4A00273E
               14              63               0              HT  0.00000               1                   4   4A00273F
               14              64               0              HT  0.00000               1                   4   4A002740
               14              65               0              HT  0.00000               1                   4   4A002741
               14              66               0              HT  0.00000               1                   4   4A002742
               14              67               0              HT  0.00000               1                   4   4A002743
               14              68               0              HT  0.00000               1                   4   4A002744
               14              69               0              HT  0.00000               1                   4   4A002745
               14              70               0              HT  0.00000               1                   4   4A002746
               14              71               0              HT  0.00000               1                   4   4A002747
               14              72               0              HT  0.00000               1                   4   4A002748
               15               1               0              HT  0.00000               1                   4   4A002781
               15               2               0              HT  0.00000               1                   4   4A002782
               15               3               0              HT  0.00000               1                   4   4A002783
               15               4               0              HT  0.00000               1                   4   4A002784
               15               5               0              HT  0.00000               1                   4   4A002785
               15               6               0              HT  0.00000               1                   4   4A002786
               15               7               0              HT  0.00000               1                   4   4A002787
               15               8               0              HT  0.00000               1                   4   4A002788
               15               9               0              HT  0.00000               1                   4   4A002789
               15              10               0              HT  0.00000               1                   4   4A00278A
               15              11               0              HT  0.00000               1                   4   4A00278B
               15              12               0              HT  0.00000               1                   4   4A00278C
               15              13               0              HT  0.00000               1                   4   4A00278D
               15              14               0              HT  0.00000               1                   4   4A00278E
               15              15               0              HT  0.00000               1                   4   4A00278F
               15              16               0              HT  0.00000               1                   4   4A002790
               15              17               0              HT  0.00000               1                   4   4A002791
               15              18               0              HT  0.00000               1                   4   4A002792
               15              19               0              HT  0.00000               1                   4   4A002793
               15              20               0              HT  0.00000               1                   4   4A002794
               15              21               0              HT  0.00000               1                   4   4A002795
               15              22               0              HT  0.00000               1                   4   4A002796
               15              23               0              HT  0.00000               1                   4   4A002797
               15              24               0              HT  0.00000               1                   4   4A002798
               15              25               0              HT  0.00000               1                   4   4A002799
               15              26               0              HT  0.00000               1                   4   4A00279A
               15              27               0              HT  0.00000               1                   4   4A00279B
               15              28               0              HT  0.00000               1                   4   4A00279C
               15              29               0              HT  0.00000               1                   4   4A00279D
               15              30               0              HT  0.00000               1                   4   4A00279E
               15              31               0              HT  0.00000               1                   4   4A00279F
               15              32               0              HT  0.00000               1                   4   4A0027A0
               15              33               0              HT  0.00000               1                   4   4A0027A1
               15              34               0              HT  0.00000               1                   4   4A0027A2
               15              35               0              HT  0.00000               1                   4   4A0027A3
               15              36               0              HT  0.00000               1                   4   4A0027A4
               15              37               0              HT  0.00000               1                   4   4A0027A5
               15              38               0              HT  0.00000               1                   4   4A0027A6
               15              39               0              HT  0.00000               1                   4   4A0027A7
               15              40               0              HT  0.00000               1                   4   4A0027A8
               15              41               0              HT  0.00000               1                   4   4A0027A9
               15              42               0              HT  0.00000               1                   4   4A0027AA
               15              43               0              HT  0.00000               1                   4   4A0027AB
               15              44               0              HT  0.00000               1                   4   4A0027AC
               15              45               0              HT  0.00000               1                   4   4A0027AD
               15              46               0              HT  0.00000               1                   4   4A0027AE
               15              47               0              HT  0.00000               1                   4   4A0027AF
               15              48               0              HT  0.00000               1                   4   4A0027B0
               15              49               0              HT  0.00000               1                   4   4A0027B1
               15              50               0              HT  0.00000               1                   4   4A0027B2
               15              51               0              HT  0.00000               1                   4   4A0027B3
               15              52               0              HT  0.00000               1                   4   4A0027B4
               15              53               0              HT  0.00000               1                   4   4A0027B5
               15              54               0              HT  0.00000               1                   4   4A0027B6
               15              55               0              HT  0.00000               1                   4   4A0027B7
               15              56               0              HT  0.00000               1                   4   4A0027B8
               15              57               0              HT  0.00000               1                   4   4A0027B9
               15              58               0              HT  0.00000               1                   4   4A0027BA
               15              59               0              HT  0.00000               1                   4   4A0027BB
               15              60               0              HT  0.00000               1                   4   4A0027BC
               15              61               0              HT  0.00000               1                   4   4A0027BD
               15              62               0              HT  0.00000               1                   4   4A0027BE
               15              63               0              HT  0.00000               1                   4   4A0027BF
               15              64               0              HT  0.00000               1                   4   4A0027C0
               15              65               0              HT  0.00000               1                   4   4A0027C1
               15              66               0              HT  0.00000               1                   4   4A0027C2
               15              67               0              HT  0.00000               1                   4   4A0027C3
               15              68               0              HT  0.00000               1                   4   4A0027C4
               15              69               0              HT  0.00000               1                   4   4A0027C5
               15              70               0              HT  0.00000               1                   4   4A0027C6
               15              71               0              HT  0.00000               1                   4   4A0027C7
               15              72               0              HT  0.00000               1                   4   4A0027C8
               16               1               0              HT  0.00000               1                   4   4A002801
               16               2               0              HT  0.00000               1                   4   4A002802
               16               3               0              HT  0.00000               1                   4   4A002803
               16               4               0              HT  0.00000               1                   4   4A002804
               16               5               0              HT  0.00000               1                   4   4A002805
               16               6               0              HT  0.00000               1                   4   4A002806
               16               7               0              HT  0.00000               1                   4   4A002807
               16               8               0              HT  0.00000               1                   4   4A002808
               16               9               0              HT  0.00000               1                   4   4A002809
               16              10               0              HT  0.00000               1                   4   4A00280A
               16              11               0              HT  0.00000               1                   4   4A00280B
               16              12               0              HT  0.00000               1                   4   4A00280C
               16              13               0              HT  0.00000               1                   4   4A00280D
               16              14               0              HT  0.00000               1                   4   4A00280E
               16              15               0              HT  0.00000               1                   4   4A00280F
               16              16               0              HT  0.00000               1                   4   4A002810
               16              17               0              HT  0.00000               1                   4   4A002811
               16              18               0              HT  0.00000               1                   4   4A002812
               16              19               0              HT  0.00000               1                   4   4A002813
               16              20               0              HT  0.00000               1                   4   4A002814
               16              21               0              HT  0.00000               1                   4   4A002815
               16              22               0              HT  0.00000               1                   4   4A002816
               16              23               0              HT  0.00000               1                   4   4A002817
               16              24               0              HT  0.00000               1                   4   4A002818
               16              25               0              HT  0.00000               1                   4   4A002819
               16              26               0              HT  0.00000               1                   4   4A00281A
               16              27               0              HT  0.00000               1                   4   4A00281B
               16              28               0              HT  0.00000               1                   4   4A00281C
               16              29               0              HT  0.00000               1                   4   4A00281D
               16              30               0              HT  0.00000               1                   4   4A00281E
               16              31               0              HT  0.00000               1                   4   4A00281F
               16              32               0              HT  0.00000               1                   4   4A002820
               16              33               0              HT  0.00000               1                   4   4A002821
               16              34               0              HT  0.00000               1                   4   4A002822
               16              35               0              HT  0.00000               1                   4   4A002823
               16              36               0              HT  0.00000               1                   4   4A002824
               16              37               0              HT  0.00000               1                   4   4A002825
               16              38               0              HT  0.00000               1                   4   4A002826
               16              39               0              HT  0.00000               1                   4   4A002827
               16              40               0              HT  0.00000               1                   4   4A002828
               16              41               0              HT  0.00000               1                   4   4A002829
               16              42               0              HT  0.00000               1                   4   4A00282A
               16              43               0              HT  0.00000               1                   4   4A00282B
               16              44               0              HT  0.00000               1                   4   4A00282C
               16              45               0              HT  0.00000               1                   4   4A00282D
               16              46               0              HT  0.00000               1                   4   4A00282E
               16              47               0              HT  0.00000               1                   4   4A00282F
               16              48               0              HT  0.00000               1                   4   4A002830
               16              49               0              HT  0.00000               1                   4   4A002831
               16              50               0              HT  0.00000               1                   4   4A002832
               16              51               0              HT  0.00000               1                   4   4A002833
               16              52               0              HT  0.00000               1                   4   4A002834
               16              53               0              HT  0.00000               1                   4   4A002835
               16              54               0              HT  0.00000               1                   4   4A002836
               16              55               0              HT  0.00000               1                   4   4A002837
               16              56               0              HT  0.00000               1                   4   4A002838
               16              57               0              HT  0.00000               1                   4   4A002839
               16              58               0              HT  0.00000               1                   4   4A00283A
               16              59               0              HT  0.00000               1                   4   4A00283B
               16              60               0              HT  0.00000               1                   4   4A00283C
               16              61               0              HT  0.00000               1                   4   4A00283D
               16              62               0              HT  0.00000               1                   4   4A00283E
               16              63               0              HT  0.00000               1                   4   4A00283F
               16              64               0              HT  0.00000               1                   4   4A002840
               16              65               0              HT  0.00000               1                   4   4A002841
               16              66               0              HT  0.00000               1                   4   4A002842
               16              67               0              HT  0.00000               1                   4   4A002843
               16              68               0              HT  0.00000               1                   4   4A002844
               16              69               0              HT  0.00000               1                   4   4A002845
               16              70               0              HT  0.00000               1                   4   4A002846
               16              71               0              HT  0.00000               1                   4   4A002847
               16              72               0              HT  0.00000               1                   4   4A002848
               17               1               0              HT  0.00000               1                   4   4A002881
               17               2               0              HT  0.00000               1                   4   4A002882
               17               3               0              HT  0.00000               1                   4   4A002883
               17               4               0              HT  0.00000               1                   4   4A002884
               17               5               0              HT  0.00000               1                   4   4A002885
               17               6               0              HT  0.00000               1                   4   4A002886
               17               7               0              HT  0.00000               1                   4   4A002887
               17               8               0              HT  0.00000               1                   4   4A002888
               17               9               0              HT  0.00000               1                   4   4A002889
               17              10               0              HT  0.00000               1                   4   4A00288A
               17              11               0              HT  0.00000               1                   4   4A00288B
               17              12               0              HT  0.00000               1                   4   4A00288C
               17              13               0              HT  0.00000               1                   4   4A00288D
               17              14               0              HT  0.00000               1                   4   4A00288E
               17              15               0              HT  0.00000               1                   4   4A00288F
               17              16               0              HT  0.00000               1                   4   4A002890
               17              17               0              HT  0.00000               1                   4   4A002891
               17              18               0              HT  0.00000               1                   4   4A002892
               17              19               0              HT  0.00000               1                   4   4A002893
               17              20               0              HT  0.00000               1                   4   4A002894
               17              21               0              HT  0.00000               1                   4   4A002895
               17              22               0              HT  0.00000               1                   4   4A002896
               17              23               0              HT  0.00000               1                   4   4A002897
               17              24               0              HT  0.00000               1                   4   4A002898
               17              25               0              HT  0.00000               1                   4   4A002899
               17              26               0              HT  0.00000               1                   4   4A00289A
               17              27               0              HT  0.00000               1                   4   4A00289B
               17              28               0              HT  0.00000               1                   4   4A00289C
               17              29               0              HT  0.00000               1                   4   4A00289D
               17              30               0              HT  0.00000               1                   4   4A00289E
               17              31               0              HT  0.00000               1                   4   4A00289F
               17              32               0              HT  0.00000               1                   4   4A0028A0
               17              33               0              HT  0.00000               1                   4   4A0028A1
               17              34               0              HT  0.00000               1                   4   4A0028A2
               17              35               0              HT  0.00000               1                   4   4A0028A3
               17              36               0              HT  0.00000               1                   4   4A0028A4
               17              37               0              HT  0.00000               1                   4   4A0028A5
               17              38               0              HT  0.00000               1                   4   4A0028A6
               17              39               0              HT  0.00000               1                   4   4A0028A7
               17              40               0              HT  0.00000               1                   4   4A0028A8
               17              41               0              HT  0.00000               1                   4   4A0028A9
               17              42               0              HT  0.00000               1                   4   4A0028AA
               17              43               0              HT  0.00000               1                   4   4A0028AB
               17              44               0              HT  0.00000               1                   4   4A0028AC
               17              45               0              HT  0.00000               1                   4   4A0028AD
               17              46               0              HT  0.00000               1                   4   4A0028AE
               17              47               0              HT  0.00000               1                   4   4A0028AF
               17              48               0              HT  0.00000               1                   4   4A0028B0
               17              49               0              HT  0.00000               1                   4   4A0028B1
               17              50               0              HT  0.00000               1                   4   4A0028B2
               17              51               0              HT  0.00000               1                   4   4A0028B3
               17              52               0              HT  0.00000               1                   4   4A0028B4
               17              53               0              HT  0.00000               1                   4   4A0028B5
               17              54               0              HT  0.00000               1                   4   4A0028B6
               17              55               0              HT  0.00000               1                   4   4A0028B7
               17              56               0              HT  0.00000               1                   4   4A0028B8
               17              57               0              HT  0.00000               1                   4   4A0028B9
               17              58               0              HT  0.00000               1                   4   4A0028BA
               17              59               0              HT  0.00000               1                   4   4A0028BB
               17              60               0              HT  0.00000               1                   4   4A0028BC
               17              61               0              HT  0.00000               1                   4   4A0028BD
               17              62               0              HT  0.00000               1                   4   4A0028BE
               17              63               0              HT  0.00000               1                   4   4A0028BF
               17              64               0              HT  0.00000               1                   4   4A0028C0
               17              65               0              HT  0.00000               1                   4   4A0028C1
               17              66               0              HT  0.00000               1                   4   4A0028C2
               17              67               0              HT  0.00000               1                   4   4A0028C3
               17              68               0              HT  0.00000               1                   4   4A0028C4
               17              69               0              HT  0.00000               1                   4   4A0028C5
               17              70               0              HT  0.00000               1                   4   4A0028C6
               17              71               0              HT  0.00000               1                   4   4A0028C7
               17              72               0              HT  0.00000               1                   4   4A0028C8
               18               1               0              HT  0.00000               2                   2   4A002901
               18               2               0              HT  0.00000               2                   2   4A002902
               18               3               0              HT  0.00000               2                   2   4A002903
               18               4               0              HT  0.00000               2                   2   4A002904
               18               5               0              HT  0.00000               2                   2   4A002905
               18               6               0              HT  0.00000               2                   2   4A002906
               18               7               0              HT  0.00000               2                   2   4A002907
               18               8               0              HT  0.00000               2                   2   4A002908
               18               9               0              HT  0.00000               2                   2   4A002909
               18              10               0              HT  0.00000               2                   2   4A00290A
               18              11               0              HT  0.00000               2                   2   4A00290B
               18              12               0              HT  0.00000               2                   2   4A00290C
               18              13               0              HT  0.00000               2                   2   4A00290D
               18              14               0              HT  0.00000               2                   2   4A00290E
               18              15               0              HT  0.00000               2                   2   4A00290F
               18              16               0              HT  0.00000               2                   2   4A002910
               18              17               0              HT  0.00000               2                   2   4A002911
               18              18               0              HT  0.00000               2                   2   4A002912
               18              19               0              HT  0.00000               2                   2   4A002913
               18              20               0              HT  0.00000               2                   2   4A002914
               18              21               0              HT  0.00000               2                   2   4A002915
               18              22               0              HT  0.00000               2                   2   4A002916
               18              23               0              HT  0.00000               2                   2   4A002917
               18              24               0              HT  0.00000               2                   2   4A002918
               18              25               0              HT  0.00000               2                   2   4A002919
               18              26               0              HT  0.00000               2                   2   4A00291A
               18              27               0              HT  0.00000               2                   2   4A00291B
               18              28               0              HT  0.00000               2                   2   4A00291C
               18              29               0              HT  0.00000               2                   2   4A00291D
               18              30               0              HT  0.00000               2                   2   4A00291E
               18              31               0              HT  0.00000               2                   2   4A00291F
               18              32               0              HT  0.00000               2                   2   4A002920
               18              33               0              HT  0.00000               2                   2   4A002921
               18              34               0              HT  0.00000               2                   2   4A002922
               18              35               0              HT  0.00000               2                   2   4A002923
               18              36               0              HT  0.00000               2                   2   4A002924
               18              37               0              HT  0.00000               2                   2   4A002925
               18              38               0              HT  0.00000               2                   2   4A002926
               18              39               0              HT  0.00000               2                   2   4A002927
               18              40               0              HT  0.00000               2                   2   4A002928
               18              41               0              HT  0.00000               2                   2   4A002929
               18              42               0              HT  0.00000               2                   2   4A00292A
               18              43               0              HT  0.00000               2                   2   4A00292B
               18              44               0              HT  0.00000               2                   2   4A00292C
               18              45               0              HT  0.00000               2                   2   4A00292D
